speaker	lang	ltype	ave_ttr	se	nmessages
Calambur	Castellano (rioplatense) - Lunfardo	L1	0.725680830652898	0.002188363919904964	716
Antpax	Spanish    Spain	L2	0.704198473282443	0.004837893824643485	131
Camilo1964	Spanish - Venezuela	L1	0.7214545454545456	0.0044811464256757265	110
Fernando	Spain, Spanish	L2	0.7115527950310562	0.004645473825871482	161
franzjekill	Español rioplatense	L2	0.6783333333333333	0.026509956200978114	6
Miguel On Ojj	Castellano	L1	0.7129729729729727	0.002989678930078718	370
Bark	Español de España	L1	0.6639285714285715	0.011777694882692922	28
aceituna	Madrid (España) - castellano	L1	0.7115384615384615	0.016684329890808487	26
ROSANGELUS	Español	L2	0.7253900709219858	0.004272289699393835	141
Ludaico	España, español, murciano	L1	0.6952142857142857	0.004468967846794468	280
Jonno	Castellano	L1	0.7079957127545555	0.0016870076905056237	933
oa2169	Español	L1	0.7205035971223023	0.005777405522015375	139
chileno	Castellano - Chile	L2	0.6803846153846155	0.010961201074429884	26
Saúl Ortega	Español	L1	0.6687128712871285	0.009620176164312615	101
Aviador	Castellano de Chile	L1	0.6889214536928487	0.0024193841144951682	853
soplamocos	Español rioplatense	L1	0.6937167449139282	0.005696619131426715	142
lavecilla	Español	L1	0.7251999999999993	0.003663461802851555	225
cacarulo	Buenos Aires, Argentina * Español	L1	0.6969803921568626	0.005577542626693262	170
Colchonero	Español	L1	0.7384444444444447	0.008414486999827032	45
ErOtto	Bilingual: Spanish (Spain) / German (Germany)	L2	0.6901960784313729	0.006610587849599728	102
blasita	Spain. Left four years ago	L2	0.7311699164345404	0.0026369945939968115	359
ukimix	español	L2	0.6712231404958678	0.0029119186268340078	605
aldonzalorenzo	Spanish	L2	0.7232608695652173	0.00830024938701112	46
ACQM	Spain - Spanish	L2	0.6772138228941682	0.003087358774437411	463
tusi	español-España	L1	0.6896236559139785	0.004107229030435997	186
JeSuisSnob	Mexican Spanish	L2	0.7205925925925928	0.003556016185382407	135
jorgema	Peruvian Spanish	L1	0.6940728136984813	0.0027519317863415335	374
Ayutuxtepeque	Español salvadoreño	L2	0.7264135021097043	0.003487422555942335	237
Duometri	Spain, Spanish	L1	0.6873728813559322	0.006300721138271264	118
Artifacs	Spanish- España	L2	0.6873333333333334	0.018041671643969474	30
Rodal	Castellano (Chile)	L2	0.6701754385964913	0.008918635371884396	57
Vampiro	Chile - Español	L1	0.7311864406779673	0.001814922564196228	708
S.V.	Español, México	L2	0.7047363304405555	0.0034759788474248454	426
anahiseri	Spanish (Spain) and German (Germany)	L2	0.671	0.01303638632524568	20
Rayines	Castellano/Argentina	L2	0.7214285714285713	0.0040366610813406326	210
jmx	Spain / Spanish	L1	0.7023529411764704	0.006348089235497211	85
Xiscomx	Español de España y Balear	L2	0.7089640778647407	0.0028559599545163257	755
dexterciyo	Español - Canarias	L2	0.6917948717948716	0.010252360874036297	39
ToñoTorreón	Español de México	L1	0.7079497599905761	0.0038275649070942724	343
SpiceMan	Castellano, Argentina	L2	0.6891724137931031	0.0056751993300317265	145
Elcanario	Spanish - Spain	L2	0.7312500000000001	0.014322497288232545	8
Janis Joplin	Español mexicano.	L1	0.7005833333333332	0.007006821821580821	80
MiguelitOOO	Español - México	L2	0.7019032258064508	0.0034330685805314676	310
Quiviscumque	Spanish-Spain	L1	0.7259670781893006	0.003924793232159431	243
kunvla	Ruso	L2	0.709590337152717	0.003626481070200506	521
mirx	Español	L2	0.7220876288659798	0.0024465965889768336	388
piraña utria	Spanish - Colombian with Caribbean nuanc	L2	0.7450000000000001	0.002942298274575708	220
bb008	Caracas - Venezuela	L2	0.7126950354609929	0.004683367964145001	141
miguel89	Spanish	L2	0.7110810810810814	0.011026747332023705	37
Lurrezko	Spanish (Spain) / Catalan	L2	0.7142079207920788	0.004681689073804709	202
Realice	Spanish - Spain	L1	0.6941988950276242	0.004550409420995032	181
cbrena	español	L2	0.6467415730337082	0.00925020398540903	89
clares3	español España	L1	0.7096115107913672	0.0020326340041902052	695
las cosas facilitas	valenciano y castellano	L1	0.6818246464646464	0.006340797378159304	125
alberto gonzalez	español	L1	0.6932203389830507	0.009069639909437183	59
XiaoRoel	galego, español	L1	0.6941533742331315	0.001465998998660381	1630
Lexinauta	Castellano - Argentina	L1	0.7296969696969696	0.008049872798571375	66
juandiego	Spanish from Spain	L2	0.7002654867256641	0.0021782864599314412	678
Julvenzor	Español propio (Andalucía, España)	L2	0.768235294117647	0.004404181904390946	170
Gabriel	Argentina / Español	L2	0.6876168224299063	0.004661045256829269	214
jilar	Español	L2	0.7138333333333332	0.0032150677250460244	360
Valtiel	Castilian and Catalan	L2	0.7348611111111112	0.00699875088216635	72
Naticruz	Portugal - Português	L2	0.7378021978021977	0.004904902454997311	182
PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	0.7309589041095889	0.003842492505114047	219
diegodbs	Spain-Spanish	L2	0.6762295081967212	0.00830156985096821	61
tigger_uhuhu	spanish-mx ct	L1	0.7257142857142856	0.009885971186679377	28
tatius	Spanish (Spain) - French	L2	0.7310465116279067	0.0051755213322590725	86
Argónida	Español-Andalucía	L1	0.7025000000000001	0.006285657775514515	80
lamartus	Spain Spanish	L1	0.716449275362319	0.004974068718609686	138
Jellby	Spanish (Spain)	L2	0.680738091083581	0.002913529057955199	521
Peón	Castellano	L1	0.718292678216197	0.0023744741621215862	523
Erreconerre	Mexican Spanish	L1	0.638551181102363	0.003041426014884207	635
María Madrid	Spanish Spain	L2	0.7184362139917694	0.0032386453359117846	243
Jay Lang	Spanish (from Spain)	L1	0.7000000000000001	0.011203447745194797	30
jsvillar	Spanish - Spain	L2	0.6729347826086959	0.007967831351276553	92
Peterdg	Dutch - Belgium	L2	0.6531250000000001	0.004792412559166302	256
Quique Alfaro	castellano	L2	0.7008108108108106	0.006662422932384604	148
Sibutlasi	Spanish-Spain	L2	0.7059174311926606	0.0041150600309204045	218
Chasint	English - England	L1	0.6541666666666666	0.009976571528258095	120
PABLO DE SOTO	Spain Spanish	L1	0.6907630522088349	0.0037252334988655523	249
RaulCavazos	Mexican Spanish	L1	0.6556603773584906	0.011033362238703128	53
didakticos	Español de Costa Rica (y de otras partes también)	L1	0.7358285714285713	0.0045444524261591965	175
Bandama	Spanish	L1	0.7179999999999999	0.00849969987465344	50
Señor K	Español chileno	L1	0.7234562211981571	0.002900726226739445	434
torrebruno	español	L1	0.7346774193548389	0.0044445404999081135	124
Polizón	Español	L1	0.7249305555555552	0.003084887958971063	288
solysombra	Argentina (Castellano)	L1	0.7081651376146791	0.005298056653979652	109
David_3333	Spanish	L1	0.683888888888889	0.022580848049180726	18
AllegroModerato	Dutch (Netherlands)	L2	0.6838095238095238	0.009939727659299478	21
juandelsur	Español de Argentina	L1	0.7382142857142856	0.00684394397704991	28
murciana	Spanish - Spain	L2	0.68175	0.01324758081446939	40
nelliot53	Spanish-[PR]; English-[US]	L1	0.6900000000000001	0.02252271580588645	11
Bloodsun	Castellano - Argentina	L2	0.7001543209876542	0.003540857299008622	324
Gorgiewave	Scotland, English	L1	0.686	0.016032860991692884	20
ILT	México - Español/Castellano	L2	0.7081818181818182	0.025111322394423874	11
pejeman	Español	L2	0.7122598870056497	0.003021706878529354	354
Alundra	España - Castellano	L1	0.6830303030303027	0.009696969696969695	33
aleCcowaN	Castellano - Argentina	L1	0.7109556313993194	0.002034604294351934	879
relativamente	catalan and spanish	L1	0.704	0.02461706725018234	5
Servando	Español, Mexico	L1	0.7094117647058824	0.007553968405526557	68
Mangato	SPAIN (Galicia)	L2	0.7453731343283586	0.0045670563577987966	134
Rasp	Castellano de España	L1	0.7106122448979592	0.0073390216223213406	49
sinho4	Galego - Spain	L2	0.6941666666666667	0.01033223356806506	12
Alfonso Chíncaro	Español (Perú)	L1	0.7146031746031746	0.005912943255514015	63
Csalrais	Spanish - Spain	L1	0.7080327868852458	0.007541577548479819	61
Lord Darktower	Español	L1	0.7326973684210527	0.004706412342520085	152
Mate	Castellano - Argentina	L2	0.7296938775510202	0.005194419316862992	98
pepone	ARGENTINA	L1	0.7158333333333333	0.02612494260783411	12
Berenguer	Spain, Spanish	L1	0.7149132947976882	0.0038406721875119546	173
Guillermogustavo	Argentine Spanish	L1	0.7119745222929934	0.005685450434876988	157
BETOREYES	Colombia Español	L1	0.713333333333333	0.008695485065085263	54
hosec	español	L1	0.6924590163934424	0.006370351444694663	122
chicaswing	cuba	L2	0.7374999999999999	0.022260631488924883	8
Hidrocálida	español  México	L1	0.695	0.013168942730211066	20
Migueles	Español - Chilean Spanish	L1	0.665	0.009371690456191146	74
autrex2811	Español-castellano, son lo mismo	L1	0.6957894736842105	0.013246924971003361	38
Milton Sand	Español (Colombia)	L2	0.7222881355932205	0.005901812636290182	118
Indiana (Nahuel)	Argentina Español	L1	0.7075796178343952	0.003544358867301224	157
quedamucho	español	L1	0.6886363636363635	0.01356873562213199	22
Idóneo	Español-Castilla y León.	L1	0.7242735042735041	0.004863773832452979	117
Darojas	Castellano - Colombia	L1	0.7050000000000001	0.015030737737153056	26
Bashti	Español castellano.	L1	0.7229545454545454	0.005237711624793865	88
RSalaya	España (Español)	L1	0.6936363636363636	0.011234329240452262	22
Bocha	castellano	L2	0.6881159420289855	0.01031117587498774	69
wamcon	Español	L1	0.6730526315789476	0.007848044077283305	95
HalloweenJr	Español	L1	0.6958333333333333	0.020243155720770255	12
ieracub	Chile/Español	L1	0.7200558659217879	0.005181107192364669	179
Probo	Español	L1	0.7295945945945943	0.006018726758645139	74
Crisipo de Soli	Castellano, Méjico	L2	0.7099628252788102	0.003431504989342492	269
amanarma	castellano, España	L1	0.7078	0.008648652130446072	50
horusankh	México, Español	L1	0.6908602150537635	0.005346034244249168	93
lazarus1907	Spanish, Spain	L2	0.7026936026936024	0.004150795760404703	297
litelchau	Spanish-Spain	L1	0.7073684210526315	0.013482544601291826	19
mirk	Native from Mexico, Spanish.  Living in	L1	0.7240000000000001	0.00634277299221478	65
Ube	Spanish Cantabria Spain	L1	0.6875	0.012983406355025257	24
indigoio	español	L1	0.76	0.00539518129636598	72
