speaker	lang	ltype	ave_ttr	se	nmessages
winnie	italy, italian	L1	0.7716666666666668	0.029711576494319134	6
Sprocedato	Italian - Rome	L2	0.7476470588235296	0.01666118710384535	17
Huginn	Italian	L1	0.7987500000000001	0.022790779777294656	8
oirelav	italian	L1	0.7727272727272727	0.006618281717527749	11
otherwise	Italiano - Italia	L1	0.7072727272727273	0.02978989789389896	11
pollonia	Italiano	L1	0.7328571428571429	0.024948927423675687	7
Corsicum	Corsu in casa è u Francese à scola	L1	0.7181159420289855	0.008588031090925664	69
Pinairun	Castellano	L2	0.7224999999999999	0.05022864388639879	4
Aoyama	français Clodoaldien	L1	0.7396323529411767	0.007682002343306276	136
snarkhunter	French - France	L1	0.7621457489878543	0.0034167890003310025	247
OLN	French - France,  ♀	L1	0.6992162162162157	0.00406663956273563	370
Nanon	français (France)	L1	0.751687898089172	0.0029899225919079618	314
Maître Capello	French – Switzerland	L1	0.6764142857142861	0.003712842988838163	700
nicduf	français	L1	0.7035064935064936	0.007476932477124031	77
Thomas1	polszczyzna warszawska	L2	0.7229245283018866	0.00812853501080976	106
DearPrudence	French (lower Normandy)	L1	0.7333620689655171	0.0068337990223754416	116
Piotr Ivanovitch	France	L1	0.7245754716981131	0.0049837924574188865	212
Yendred	Français - France	L1	0.7000000000000001	0.011868848521124168	46
SergueiL	Français	L1	0.7345312499999999	0.004261201627193677	256
Bezoard	French - France	L1	0.7401851851851851	0.006392305486036859	108
Chimel	Français	L1	0.755459854014598	0.0019870564137903445	685
Gérard Napalinex	French - France	L1	0.7225	0.023228933107943918	4
J.F. de TROYES	francais-France	L1	0.7171249999999996	0.00805478423364853	80
Calamitintin	France, St Maix les bains, 79	L1	0.6838461538461539	0.024272450922131008	13
Lacuzon	French - France	L1	0.6677118644067798	0.008699608954288835	118
tilt	French French	L1	0.7308609271523181	0.004506120454207269	302
CapnPrep	AmE	L2	0.7576315789473685	0.004611251668195696	228
CABEZOTA	french	L1	0.7272868217054267	0.005441674462357111	129
olivier68	French Paris France	L1	0.726923076923077	0.01541663334928966	13
volo	français	L1	0.7413366336633664	0.004345603464110547	202
k@t	Français de France	L1	0.7094158075601379	0.004661043987103352	291
plantin	français	L1	0.7504088050314459	0.0033814653673712876	318
Punky Zoé	France - français	L1	0.7311196911196913	0.004016843874579723	259
Stefan Ivanovich	French	L1	0.6730769230769231	0.03161029967217792	13
Anne345	France	L1	0.7030263157894736	0.008269622568960223	76
Gwynplaine	French	L1	0.6837499999999999	0.011911552402821442	32
Donaldos	French - France	L1	0.747142857142857	0.008139932641082514	70
Frenchrescue	French	L1	0.7033333333333333	0.018640674544520855	12
Xence	Algeria (Arabic - French)	L1	0.7564383561643837	0.007613599002088332	73
geostan	English Canada	L2	0.7235185185185187	0.010995702760800329	54
Asmodée	Français	L1	0.7324657534246574	0.006161761661252734	73
quinoa	french	L1	0.6837254901960786	0.010182494722301795	51
Comtois	Français	L1	0.7324509803921571	0.0061154940608606385	102
Logospreference-1	français	L1	0.7030618253189393	0.002313729151424769	1019
Roméo31	français - France	L1	0.7137115839243499	0.0036865956507263135	423
geve	France, French	L1	0.7474999999999998	0.0068407203235810315	100
LV4-26	France French	L1	0.7279518072289158	0.004652128740169513	249
Nicomon	Français, Québec ♀	L1	0.7451769911504424	0.002824322239131451	452
IlEnAppert	Allemand	L2	0.7162711864406779	0.007590861285044471	59
Marie3933	français	L1	0.7087500000000003	0.011101838212130085	56
CARNESECCHI	French / France	L1	0.6701886792452829	0.014329449832900902	53
Gévy	Français France	L1	0.7408823529411765	0.012268299272256866	34
Agnès E.	France, French	L1	0.7296385542168676	0.0077604560258679916	83
Francois114	French - France	L1	0.7457142857142859	0.006041792871181015	98
xmarabout	French - Belgium	L1	0.6937142857142857	0.015718563206976545	35
luklamainfroide	French	L1	0.7052173913043478	0.016961588378541666	23
proyoyo	French - Cantonese	L1	0.719	0.010119902636810847	60
MarcusK	French	L1	0.658	0.048518037882832814	5
JeanDeSponde	France, Français	L1	0.7174556213017751	0.005878710668359146	169
Michelvar	French from France	L1	0.6819999999999998	0.01088886163436324	65
Grop	français	L1	0.7265714285714286	0.009957412315657598	35
Me-K	french	L1	0.7251401869158878	0.006874911372739601	107
xav	France	L1	0.7556521739130434	0.010488789386460707	46
StefKE	French - Belgium	L1	0.7282352941176471	0.023156045045415866	17
Cintia&Martine	Français	L1	0.7602702702702702	0.009230827761047604	37
Grégory80	French	L1	0.6328571428571429	0.024271704642618394	7
jann	English - USA	L2	0.7056250000000001	0.011785528817839659	32
lectrice	Russian/Moscow	L2	0.73	0.030000000000000023	2
Kaitchou23	French - France	L1	0.7142857142857143	0.022345463250762032	7
nopal	french of FRANCE	L1	0.7394736842105264	0.0071522165300489495	19
Jeanne75	French - France	L1	0.7199999999999999	0.015256098387585732	19
agnelo	French	L1	0.7145454545454545	0.010304325665781565	44
lamy08	French	L1	0.7352380952380951	0.0187288807742665	21
Lusios	french	L1	0.6914285714285715	0.016759379319130813	28
PhilFrEn	français - France	L1	0.7581818181818182	0.016723319691006433	11
Zampaglione	Français	L1	0.6912500000000001	0.02629757593391452	16
benjbenj	french - France	L1	0.6733333333333333	0.014529663145135579	12
skop	français — France	L1	0.73	0.01993043457183566	9
Destilleuls	french	L1	0.728	0.017720045146669368	5
enoo	French - France	L1	0.7050000000000001	0.020776589389663227	6
Rushes	French - France	L1	0.775	0.0050000000000000044	2
Wozzeck	French	L1	0.7055555555555555	0.02304049039258636	9
boukli	French	L1	0.8200000000000001	0.03999999999999998	2
